Product_ID,Product_Name,Category,Sub_Category,Price,Supplier
PROD02916,Sony Shampoo,Beauty,Shampoo,3362,ITC Limited
PROD02917,Dell Rice,Grocery,Rice,388,Croma
PROD02918,Aashirvaad Cricket Bat,Sports,Cricket Bat,26830,Reliance Retail
PROD02919,LG Jeans,Fashion,Jeans,5007,ITC Limited
PROD02920,Tata Lipstick,Beauty,Lipstick,4082,Vijay Sales
PROD02921,Adidas Face Wash,Beauty,Face Wash,3581,BigBasket
PROD02922,OnePlus Cricket Bat,Sports,Cricket Bat,26947,Tata Consumer
PROD02923,HP Biography,Books,Biography,1522,ITC Limited
PROD02924,Sony Mixer Grinder,Home & Kitchen,Mixer Grinder,28291,ITC Limited
PROD02925,Prestige Biscuits,Grocery,Biscuits,665,Reliance Retail
PROD02926,Nike LED Lamp,Home & Kitchen,LED Lamp,13450,ITC Limited
PROD02927,Dell Spices,Grocery,Spices,1831,Reliance Retail
PROD02928,Reliance Perfume,Beauty,Perfume,1095,Tata Consumer
PROD02929,Reliance Perfume,Beauty,Perfume,3125,BigBasket
PROD02930,Adidas Perfume,Beauty,Perfume,292,ITC Limited
PROD02931,Adidas Pressure Cooker,Home & Kitchen,Pressure Cooker,23888,Vijay Sales
PROD02932,Boat Headphones,Electronics,Headphones,83035,Reliance Retail
PROD02933,Amul Academic Book,Books,Academic Book,299,ITC Limited
PROD02934,Puma Badminton Racket,Sports,Badminton Racket,6242,Flipkart Seller
PROD02935,LG Academic Book,Books,Academic Book,742,Tata Consumer
PROD02936,Amul Perfume,Beauty,Perfume,3852,Godrej Consumer
PROD02937,Mi Handbag,Fashion,Handbag,4055,Reliance Retail
PROD02938,Amul Smart Watch,Electronics,Smart Watch,15036,Amazon Seller
PROD02939,Aashirvaad Academic Book,Books,Academic Book,2249,Flipkart Seller
PROD02940,Godrej Dining Table,Home & Kitchen,Dining Table,26762,Reliance Retail
PROD02941,Prestige Jeans,Fashion,Jeans,7155,Vijay Sales
PROD02942,Mi Laptop,Electronics,Laptop,73413,BigBasket
PROD02943,Reliance Novel,Books,Novel,1682,Godrej Consumer
PROD02944,Godrej Shampoo,Beauty,Shampoo,2351,Amazon Seller
PROD02945,Reliance LED Lamp,Home & Kitchen,LED Lamp,40124,Vijay Sales
PROD02946,Nike Jeans,Fashion,Jeans,341,Vijay Sales
PROD02947,Godrej Men T-Shirt,Fashion,Men T-Shirt,5683,Amazon Seller
PROD02948,Dell Dining Table,Home & Kitchen,Dining Table,39761,Croma
PROD02949,Puma Laptop,Electronics,Laptop,9737,Croma
PROD02950,OnePlus Men T-Shirt,Fashion,Men T-Shirt,2657,Godrej Consumer
PROD02951,Mi Biscuits,Grocery,Biscuits,1773,Godrej Consumer
PROD02952,Aashirvaad LED Lamp,Home & Kitchen,LED Lamp,31669,ITC Limited
PROD02953,Boat Smart Watch,Electronics,Smart Watch,88792,Croma
PROD02954,LG Biscuits,Grocery,Biscuits,1942,Tata Consumer
PROD02955,Sony Handbag,Fashion,Handbag,5813,Vijay Sales
PROD02956,Reliance Sofa,Home & Kitchen,Sofa,43799,Godrej Consumer
PROD02957,Apple Headphones,Electronics,Headphones,95518,Flipkart Seller
PROD02958,Amul Handbag,Fashion,Handbag,2790,BigBasket
PROD02959,Dell Tea Powder,Grocery,Tea Powder,2812,Tata Consumer
PROD02960,OnePlus Laptop,Electronics,Laptop,48708,Godrej Consumer
PROD02961,Godrej LED Lamp,Home & Kitchen,LED Lamp,27723,Reliance Retail
PROD02962,Apple Tea Powder,Grocery,Tea Powder,2060,DMart
PROD02963,Aashirvaad Shampoo,Beauty,Shampoo,1111,Flipkart Seller
PROD02964,Bajaj Shampoo,Beauty,Shampoo,-2470,Godrej Consumer
PROD02965,Sony Pressure Cooker,Home & Kitchen,Pressure Cooker,48633,Vijay Sales
PROD02966,Amul Children Book,Books,Children Book,1041,Vijay Sales
PROD02967,Boat Biography,Books,Biography,1637,Flipkart Seller
PROD02968,Lenovo Dumbbell,Sports,Dumbbell,18051,ITC Limited
PROD02969,Aashirvaad Shampoo,Beauty,Shampoo,4153,Tata Consumer
PROD02970,Sony Sofa,Home & Kitchen,Sofa,12140,Vijay Sales
PROD02971,Apple Mixer Grinder,Home & Kitchen,Mixer Grinder,22392,Tata Consumer
PROD02972,Samsung Football,Sports,Football,13061,Godrej Consumer
PROD02973,Godrej Badminton Racket,Sports,Badminton Racket,13944,DMart
PROD02974,OnePlus Cricket Bat,Sports,Cricket Bat,7846,Amazon Seller
PROD02975,OnePlus Academic Book,Books,Academic Book,2487,Vijay Sales
PROD02976,OnePlus Smart Watch,Electronics,Smart Watch,70520,Amazon Seller
PROD02977,Prestige Children Book,Books,Children Book,1666,Reliance Retail
PROD02978,Apple Badminton Racket,Sports,Badminton Racket,17255,DMart
PROD02979,Dell Cooking Oil,Grocery,Cooking Oil,1561,DMart
PROD02980,Bajaj Shoes,Fashion,Shoes,2943,Amazon Seller
PROD02981,Tata Mixer Grinder,Home & Kitchen,Mixer Grinder,14066,Godrej Consumer
PROD02982,Puma Lipstick,Beauty,Lipstick,3734,DMart
PROD02983,Dell Cooking Oil,Grocery,Cooking Oil,2098,Flipkart Seller
PROD02984,Boat Spices,Grocery,Spices,702,DMart
PROD02985,Tata Face Wash,Beauty,Face Wash,364,Vijay Sales
PROD02986,HP Spices,Grocery,Spices,-1501,Flipkart Seller
PROD02987,Nike Biscuits,Grocery,Biscuits,2982,ITC Limited
PROD02988,Apple Television,Electronics,Television,11218,Tata Consumer
PROD02989,Adidas Face Wash,Beauty,Face Wash,3363,Reliance Retail
PROD02990,Lenovo Sofa,Home & Kitchen,Sofa,41739,Tata Consumer
PROD02991,Samsung Face Wash,Beauty,Face Wash,1295,BigBasket
PROD02992,Samsung Spices,Grocery,Spices,742,Croma
PROD02993,LG Perfume,Beauty,Perfume,2091,Tata Consumer
PROD02994,Samsung Jeans,Fashion,Jeans,3003,Flipkart Seller
PROD02995,Puma Lipstick,Beauty,Lipstick,2229,Croma
PROD02996,Boat Sofa,Home & Kitchen,Sofa,30015,BigBasket
PROD02997,OnePlus Biography,Books,Biography,296,Amazon Seller
PROD02998,Adidas Handbag,Fashion,Handbag,512,DMart
PROD02999,Amul LED Lamp,Home & Kitchen,LED Lamp,47279,BigBasket
PROD03000,Mi Pressure Cooker,Home & Kitchen,Pressure Cooker,42042,BigBasket
PROD03001,Adidas Lipstick,Beauty,Lipstick,1365,Amazon Seller
PROD03002,Adidas Handbag,Fashion,Handbag,7338,Vijay Sales
PROD03003,Tata Pressure Cooker,Home & Kitchen,Pressure Cooker,14371,Godrej Consumer
PROD03004,Mi Pressure Cooker,Home & Kitchen,Pressure Cooker,1290,BigBasket
PROD03005,Lenovo LED Lamp,Home & Kitchen,LED Lamp,27097,Tata Consumer
PROD03006,Amul Novel,Books,Novel,788,Godrej Consumer
PROD03007,Boat Spices,Grocery,Spices,2193,Croma
PROD03008,Sony Lipstick,Beauty,Lipstick,4402,Tata Consumer
PROD03009,Aashirvaad Shoes,Fashion,Shoes,416,Flipkart Seller
PROD03010,Adidas Pressure Cooker,Home & Kitchen,Pressure Cooker,14028,DMart
PROD03011,OnePlus Jeans,Fashion,Jeans,6673,Flipkart Seller
PROD03012,Amul Football,Sports,Football,16844,Tata Consumer
PROD03013,Lenovo Academic Book,Books,Academic Book,1085,DMart
PROD03014,Aashirvaad Mixer Grinder,Home & Kitchen,Mixer Grinder,41551,Flipkart Seller
PROD03015,Prestige LED Lamp,Home & Kitchen,LED Lamp,18291,ITC Limited
PROD03016,Reliance Academic Book,Books,Academic Book,1979,Godrej Consumer
PROD03017,Puma Novel,Books,Novel,1198,Amazon Seller
PROD03018,Puma Football,Sports,Football,23098,Tata Consumer
PROD03019,OnePlus Men T-Shirt,Fashion,Men T-Shirt,2477,ITC Limited
PROD03020,Bajaj Mixer Grinder,Home & Kitchen,Mixer Grinder,48559,Flipkart Seller
PROD03021,Adidas Handbag,Fashion,Handbag,798,DMart
PROD03022,Mi Women Dress,Fashion,Women Dress,6539,Godrej Consumer
PROD03023,Samsung Lipstick,Beauty,Lipstick,4498,Reliance Retail
PROD03024,Bajaj Mixer Grinder,Home & Kitchen,Mixer Grinder,31845,Flipkart Seller
PROD03025,HP Face Wash,Beauty,Face Wash,1717,Flipkart Seller
PROD03026,OnePlus Novel,Books,Novel,2145,BigBasket
PROD03027,Mi Academic Book,Books,Academic Book,1910,Flipkart Seller
PROD03028,Bajaj Badminton Racket,Sports,Badminton Racket,19798,Godrej Consumer
PROD03029,Tata Biscuits,Grocery,Biscuits,1081,Vijay Sales
PROD03030,HP Biography,Books,Biography,873,Croma
PROD03031,Lenovo Children Book,Books,Children Book,1312,BigBasket
PROD03032,Puma LED Lamp,Home & Kitchen,LED Lamp,22857,BigBasket
PROD03033,Dell Dumbbell,Sports,Dumbbell,4152,Amazon Seller
PROD03034,Boat Face Wash,Beauty,Face Wash,4274,Tata Consumer
PROD03035,Sony Shampoo,Beauty,Shampoo,637,Vijay Sales
PROD03036,Samsung Dumbbell,Sports,Dumbbell,28746,Tata Consumer
PROD03037,Sony LED Lamp,Home & Kitchen,LED Lamp,13187,Flipkart Seller
PROD03038,Bajaj Cooking Oil,Grocery,Cooking Oil,1308,ITC Limited
PROD03039,Lenovo Dining Table,Home & Kitchen,Dining Table,31424,Flipkart Seller
PROD03040,OnePlus Dumbbell,Sports,Dumbbell,7390,Godrej Consumer
PROD03041,Boat Football,Sports,Football,5624,DMart
PROD03042,Sony Biscuits,Grocery,Biscuits,696,Godrej Consumer
PROD03043,Boat Football,Sports,Football,17423,Tata Consumer
PROD03044,Nike Badminton Racket,Sports,Badminton Racket,7994,BigBasket
PROD03045,Amul Perfume,Beauty,Perfume,1287,BigBasket
PROD03046,Boat Dining Table,Home & Kitchen,Dining Table,29972,BigBasket
PROD03047,Godrej Lipstick,Beauty,Lipstick,146,Vijay Sales
PROD03048,Amul Headphones,Electronics,Headphones,41681,Tata Consumer
PROD03049,Tata Tea Powder,Grocery,Tea Powder,2934,DMart
PROD03050,Adidas Jeans,Fashion,Jeans,7120,Croma
PROD03051,Godrej Smart Watch,Electronics,Smart Watch,105245,Croma
PROD03052,Bajaj Novel,Books,Novel,2210,Tata Consumer
PROD03053,Samsung Tea Powder,Grocery,Tea Powder,354,DMart
PROD03054,HP Jeans,Fashion,Jeans,6208,Godrej Consumer
PROD03055,Aashirvaad Face Wash,Beauty,Face Wash,4089,DMart
PROD03056,Mi LED Lamp,Home & Kitchen,LED Lamp,25077,Reliance Retail
PROD03057,Boat Mobile,Electronics,Mobile,77363,ITC Limited
PROD03058,Adidas Sofa,Home & Kitchen,Sofa,7776,Tata Consumer
PROD03059,Boat Men T-Shirt,Fashion,Men T-Shirt,6650,Vijay Sales
PROD03060,LG Cooking Oil,Grocery,Cooking Oil,2465,BigBasket
PROD03061,Apple Novel,Books,Novel,510,Tata Consumer
PROD03062,Mi Jeans,Fashion,Jeans,4777,BigBasket
PROD03063,Tata Biography,Books,Biography,725,Flipkart Seller
PROD03064,Amul Tea Powder,Grocery,Tea Powder,1876,DMart
PROD03065,Dell Jeans,Fashion,Jeans,2165,Tata Consumer
PROD03066,Bajaj Dining Table,Home & Kitchen,Dining Table,44911,BigBasket
PROD03067,Tata LED Lamp,Home & Kitchen,LED Lamp,9692,Flipkart Seller
PROD03068,Godrej Badminton Racket,Sports,Badminton Racket,13486,Tata Consumer
PROD03069,Lenovo Rice,Grocery,Rice,296,ITC Limited
PROD03070,Mi Mixer Grinder,Home & Kitchen,Mixer Grinder,29152,Reliance Retail
PROD03071,Apple Biography,Books,Biography,2165,BigBasket
PROD03072,Prestige Biography,Books,Biography,459,Godrej Consumer
PROD03073,Samsung Television,Electronics,Television,144398,Amazon Seller
PROD03074,Prestige Spices,Grocery,Spices,2400,Tata Consumer
PROD03075,Prestige Novel,Books,Novel,1915,BigBasket
PROD03076,LG Lipstick,Beauty,Lipstick,2806,Flipkart Seller
PROD03077,Boat Handbag,Fashion,Handbag,4019,ITC Limited
PROD03078,Tata Biscuits,Grocery,Biscuits,1694,Godrej Consumer
PROD03079,OnePlus Mixer Grinder,Home & Kitchen,Mixer Grinder,26055,Reliance Retail
PROD03080,Boat Laptop,Electronics,Laptop,116974,Amazon Seller
PROD03081,Mi Pressure Cooker,Home & Kitchen,Pressure Cooker,44706,Croma
PROD03082,Bajaj Children Book,Books,Children Book,1602,Godrej Consumer
PROD03083,LG Women Dress,Fashion,Women Dress,1988,BigBasket
PROD03084,Tata Men T-Shirt,Fashion,Men T-Shirt,4669,Godrej Consumer
PROD03085,LG Rice,Grocery,Rice,2262,Croma
PROD03086,Boat Smart Watch,Electronics,Smart Watch,65320,DMart
PROD03087,Sony Jeans,Fashion,Jeans,3775,BigBasket
PROD03088,Amul Women Dress,Fashion,Women Dress,523,Amazon Seller
PROD03089,Aashirvaad Face Wash,Beauty,Face Wash,308,Tata Consumer
PROD03090,Aashirvaad Cooking Oil,Grocery,Cooking Oil,251,Tata Consumer
PROD03091,Bajaj Lipstick,Beauty,Lipstick,1784,Vijay Sales
PROD03092,Prestige Academic Book,Books,Academic Book,867,ITC Limited
PROD03093,Sony Academic Book,Books,Academic Book,1008,Flipkart Seller
PROD03094,Boat Perfume,Beauty,Perfume,3500,DMart
PROD03095,Lenovo Men T-Shirt,Fashion,Men T-Shirt,3247,Tata Consumer
PROD03096,Samsung LED Lamp,Home & Kitchen,LED Lamp,30446,Reliance Retail
PROD03097,Godrej Headphones,Electronics,Headphones,109938,Flipkart Seller
PROD03098,Adidas Dining Table,Home & Kitchen,Dining Table,4779,Vijay Sales
PROD03099,Puma Tea Powder,Grocery,Tea Powder,2922,Flipkart Seller
PROD03100,HP Badminton Racket,Sports,Badminton Racket,1019,BigBasket
PROD03101,Reliance Dumbbell,Sports,Dumbbell,5111,DMart
PROD03102,Tata Handbag,Fashion,Handbag,1348,ITC Limited
PROD03103,HP Women Dress,Fashion,Women Dress,6544,Reliance Retail
PROD03104,Bajaj Television,Electronics,Television,81830,Croma
PROD03105,Sony Children Book,Books,Children Book,1867,Amazon Seller
PROD03106,LG Handbag,Fashion,Handbag,6378,Amazon Seller
PROD03107,Sony Mixer Grinder,Home & Kitchen,Mixer Grinder,2464,Tata Consumer
PROD03108,Aashirvaad Jeans,Fashion,Jeans,5422,Croma
PROD03109,OnePlus Tea Powder,Grocery,Tea Powder,1365,Reliance Retail
PROD03110,Boat Rice,Grocery,Rice,166,Tata Consumer
PROD03111,Godrej Laptop,Electronics,Laptop,17189,ITC Limited
PROD03112,Sony Shampoo,Beauty,Shampoo,920,Reliance Retail
PROD03113,Prestige Pressure Cooker,Home & Kitchen,Pressure Cooker,28017,Flipkart Seller
PROD03114,Dell Headphones,Electronics,Headphones,113809,ITC Limited
PROD03115,OnePlus Shampoo,Beauty,Shampoo,105,BigBasket
PROD03116,Nike Lipstick,Beauty,Lipstick,1150,Croma
PROD03117,OnePlus Dumbbell,Sports,Dumbbell,22403,Flipkart Seller
PROD03118,Mi Lipstick,Beauty,Lipstick,1707,Amazon Seller
PROD03119,LG Handbag,Fashion,Handbag,6898,Amazon Seller
PROD03120,Samsung Men T-Shirt,Fashion,Men T-Shirt,6175,Vijay Sales
PROD03121,Samsung LED Lamp,Home & Kitchen,LED Lamp,16869,DMart
PROD03122,Adidas Pressure Cooker,Home & Kitchen,Pressure Cooker,22036,Tata Consumer
PROD03123,LG Dumbbell,Sports,Dumbbell,11246,Vijay Sales
PROD03124,Mi Pressure Cooker,Home & Kitchen,Pressure Cooker,-1432,Reliance Retail
PROD03125,Reliance Badminton Racket,Sports,Badminton Racket,26524,DMart
PROD03126,LG Men T-Shirt,Fashion,Men T-Shirt,5498,Reliance Retail
PROD03127,Sony Cooking Oil,Grocery,Cooking Oil,1675,Croma
PROD03128,HP Television,Electronics,Television,131837,Croma
PROD03129,Aashirvaad Handbag,Fashion,Handbag,4003,DMart
PROD03130,Apple Perfume,Beauty,Perfume,3703,Flipkart Seller
PROD03131,Lenovo Dumbbell,Sports,Dumbbell,11554,Croma
PROD03132,Boat Jeans,Fashion,Jeans,6910,Tata Consumer
PROD03133,Dell Spices,Grocery,Spices,2766,Flipkart Seller
PROD03134,Lenovo Dumbbell,Sports,Dumbbell,9113,Flipkart Seller
PROD03135,Godrej Tea Powder,Grocery,Tea Powder,2680,Reliance Retail
PROD03136,Samsung Novel,Books,Novel,-475,Tata Consumer
PROD03137,Samsung Rice,Grocery,Rice,2304,BigBasket
PROD03138,Adidas Jeans,Fashion,,4007,Vijay Sales
PROD03139,Lenovo Academic Book,Books,Academic Book,897,Vijay Sales
PROD03140,Bajaj Spices,Grocery,Spices,630,DMart
PROD03141,Bajaj Rice,Grocery,Rice,1499,ITC Limited
PROD03142,Mi Novel,Books,Novel,2323,ITC Limited
PROD03143,Amul Television,Electronics,Television,146415,DMart
PROD03144,Amul Football,Sports,Football,5701,Flipkart Seller
PROD03145,OnePlus Football,Sports,Football,7914,Amazon Seller
PROD03146,Bajaj Children Book,Books,Children Book,0,Reliance Retail
PROD03147,Aashirvaad Perfume,Beauty,Perfume,4374,Vijay Sales
PROD03148,Boat Lipstick,Beauty,Lipstick,1215,BigBasket
PROD03149,Nike Mobile,Electronics,Mobile,86685,DMart
PROD03150,Reliance Cricket Bat,Sports,Cricket Bat,25245,Vijay Sales
PROD03151,HP Women Dress,Fashion,Women Dress,7037,Amazon Seller
PROD03152,Aashirvaad Cooking Oil,Grocery,Cooking Oil,703,Vijay Sales
PROD03153,Puma Shampoo,Beauty,Shampoo,2970,Flipkart Seller
PROD03154,LG Jeans,Fashion,Jeans,7612,Vijay Sales
PROD03155,LG Television,Electronics,Television,58957,Tata Consumer
PROD03156,Boat Jeans,Fashion,Jeans,388,Flipkart Seller
PROD03157,Lenovo Biography,Books,Biography,570,Godrej Consumer
PROD03158,Dell Shampoo,Beauty,Shampoo,2547,Flipkart Seller
PROD03159,LG Children Book,Books,Children Book,438,Croma
PROD03160,Aashirvaad Mixer Grinder,Home & Kitchen,Mixer Grinder,17241,Flipkart Seller
PROD03161,Godrej Badminton Racket,Sports,Badminton Racket,19668,Amazon Seller
PROD03162,Adidas Badminton Racket,Sports,Badminton Racket,7860,ITC Limited
PROD03163,OnePlus Mobile,Electronics,Mobile,100040,DMart
PROD03164,Godrej Biscuits,Grocery,Biscuits,1777,Reliance Retail
PROD03165,Nike Cricket Bat,Sports,Cricket Bat,28101,BigBasket
PROD03166,Boat LED Lamp,Home & Kitchen,LED Lamp,28001,BigBasket
PROD03167,Tata Mixer Grinder,Home & Kitchen,Mixer Grinder,7127,Tata Consumer
PROD03168,HP Handbag,Fashion,Handbag,2113,Godrej Consumer
PROD03169,Samsung Perfume,Beauty,Perfume,4096,ITC Limited
PROD03170,OnePlus Children Book,Books,Children Book,2275,Vijay Sales
PROD03171,Samsung Television,Electronics,Television,30841,Godrej Consumer
PROD03172,Puma Mobile,Electronics,Mobile,99555,Godrej Consumer
PROD03173,Aashirvaad Badminton Racket,Sports,Badminton Racket,24036,Reliance Retail
PROD03174,Dell Sofa,Home & Kitchen,Sofa,38074,ITC Limited
PROD03175,Godrej Headphones,Electronics,Headphones,11721,DMart
PROD03176,Tata Novel,Books,Novel,1497,Flipkart Seller
PROD03177,Tata Sofa,Home & Kitchen,Sofa,48279,Tata Consumer
PROD03178,Amul Tea Powder,Grocery,Tea Powder,2847,Croma
PROD03179,Nike Pressure Cooker,Home & Kitchen,Pressure Cooker,29729,Reliance Retail
PROD03180,Nike Sofa,Home & Kitchen,Sofa,11024,DMart
PROD03181,Aashirvaad Biography,Books,Biography,1577,Amazon Seller
PROD03182,Prestige Biscuits,Grocery,Biscuits,1417,Croma
PROD03183,Boat Novel,Books,Novel,1402,Flipkart Seller
PROD03184,Aashirvaad Cricket Bat,Sports,Cricket Bat,10753,Godrej Consumer
PROD03185,Aashirvaad Shampoo,Beauty,Shampoo,1756,BigBasket
PROD03186,Amul Biscuits,Grocery,Biscuits,1430,Tata Consumer
PROD03187,Sony Pressure Cooker,Home & Kitchen,Pressure Cooker,21652,Reliance Retail
PROD03188,Mi Laptop,Electronics,Laptop,86402,ITC Limited
PROD03189,Apple Dumbbell,Sports,Dumbbell,18137,Amazon Seller
PROD03190,Bajaj Face Wash,Beauty,Face Wash,864,Flipkart Seller
PROD03191,Nike Badminton Racket,Sports,Badminton Racket,5276,Croma
PROD03192,Aashirvaad Biography,Books,Biography,694,Vijay Sales
PROD03193,OnePlus Smart Watch,Electronics,Smart Watch,26551,Croma
PROD03194,Reliance Shoes,Fashion,Shoes,2314,ITC Limited
PROD03195,Tata Jeans,Fashion,Jeans,4350,DMart
PROD03196,Puma Cooking Oil,Grocery,Cooking Oil,975,Tata Consumer
PROD03197,LG Football,Sports,Football,906,BigBasket
PROD03198,OnePlus Men T-Shirt,Fashion,Men T-Shirt,4258,Tata Consumer
PROD03199,Godrej Shampoo,Beauty,Shampoo,1624,ITC Limited
PROD03200,Mi Children Book,Books,Children Book,1735,BigBasket
PROD03201,Nike Dumbbell,Sports,Dumbbell,14633,Croma
PROD03202,Boat Pressure Cooker,Home & Kitchen,Pressure Cooker,35913,Croma
PROD03203,Boat Laptop,Electronics,Laptop,69722,ITC Limited
PROD03204,Samsung Novel,Books,Novel,2228,Tata Consumer
PROD03205,Samsung Biography,Books,Biography,1083,Croma
PROD03206,Dell Football,Sports,Football,9318,Godrej Consumer
PROD03207,Dell Rice,Grocery,Rice,2584,Tata Consumer
PROD03208,Prestige Lipstick,Beauty,Lipstick,1503,Reliance Retail
PROD03209,Apple Children Book,Books,Children Book,385,Croma
PROD03210,Prestige Shampoo,Beauty,Shampoo,3003,Flipkart Seller
PROD03211,Mi Dumbbell,Sports,Dumbbell,8757,Reliance Retail
PROD03212,Godrej Badminton Racket,Sports,Badminton Racket,23575,Amazon Seller
PROD03213,Dell Shampoo,Beauty,Shampoo,2638,ITC Limited
PROD03214,Boat Dumbbell,Sports,Dumbbell,8120,Godrej Consumer
PROD03215,Godrej Spices,Grocery,Spices,640,ITC Limited
PROD03216,Tata Dumbbell,Sports,Dumbbell,20475,Reliance Retail
PROD03217,Mi Dumbbell,Sports,Dumbbell,4421,Flipkart Seller
PROD03218,Lenovo Academic Book,Books,Academic Book,1844,Amazon Seller
PROD03219,Puma Football,Sports,Football,20210,Amazon Seller
PROD03220,Tata Cooking Oil,Grocery,Cooking Oil,2709,Tata Consumer
PROD03221,Boat Cricket Bat,Sports,Cricket Bat,3419,Flipkart Seller
PROD03222,Godrej Lipstick,Beauty,Lipstick,3223,Tata Consumer
PROD03223,Sony Jeans,Fashion,Jeans,1085,BigBasket
PROD03224,Godrej Pressure Cooker,Home & Kitchen,Pressure Cooker,17015,Tata Consumer
PROD03225,Nike Laptop,Electronics,Laptop,110231,DMart
PROD03226,Prestige Jeans,Fashion,Jeans,3082,Tata Consumer
PROD03227,Lenovo Rice,Grocery,Rice,1105,Reliance Retail
PROD03228,Apple Academic Book,Books,Academic Book,392,Croma
PROD03229,Tata Laptop,Electronics,Laptop,143705,Reliance Retail
PROD03230,Aashirvaad Smart Watch,Electronics,Smart Watch,85285,Reliance Retail
PROD03231,Mi Spices,Grocery,Spices,1585,Flipkart Seller
PROD03232,OnePlus Women Dress,Fashion,Women Dress,4381,Amazon Seller
PROD03233,Amul Novel,Books,Novel,547,Amazon Seller
PROD03234,Mi Biography,Books,Biography,874,Tata Consumer
PROD03235,Lenovo Football,Sports,Football,5377,Tata Consumer
PROD03236,Reliance Television,Electronics,Television,145925,Flipkart Seller
PROD03237,Adidas Tea Powder,Grocery,Tea Powder,491,Croma
PROD03238,Mi Football,Sports,Football,17489,Amazon Seller
PROD03239,Bajaj Headphones,Electronics,Headphones,45698,Godrej Consumer
PROD03240,Apple Sofa,Home & Kitchen,Sofa,25983,Tata Consumer
PROD03241,Prestige Television,Electronics,Television,93694,DMart
PROD03242,Puma Pressure Cooker,Home & Kitchen,Pressure Cooker,32662,DMart
PROD03243,Reliance Biscuits,Grocery,Biscuits,1517,Reliance Retail
PROD03244,Lenovo Face Wash,Beauty,Face Wash,845,Croma
PROD03245,Apple Children Book,Books,Children Book,973,BigBasket
PROD03246,Dell Pressure Cooker,Home & Kitchen,Pressure Cooker,13478,BigBasket
PROD03247,Aashirvaad Badminton Racket,Sports,Badminton Racket,14758,Vijay Sales
PROD03248,Tata Headphones,Electronics,Headphones,133775,Flipkart Seller
PROD03249,HP LED Lamp,Home & Kitchen,LED Lamp,40454,Vijay Sales
PROD03250,Adidas Sofa,Home & Kitchen,Sofa,45330,Reliance Retail
PROD03251,Bajaj Academic Book,Books,Academic Book,515,BigBasket
PROD03252,Boat Novel,Books,Novel,346,ITC Limited
PROD03253,Adidas Mobile,Electronics,Mobile,105899,DMart
PROD03254,Reliance LED Lamp,Home & Kitchen,LED Lamp,45337,Vijay Sales
PROD03255,Lenovo Football,Sports,Football,12651,Reliance Retail
PROD03256,Dell Men T-Shirt,Fashion,Men T-Shirt,1821,DMart
PROD03257,Prestige Dumbbell,Sports,Dumbbell,23897,DMart
PROD03258,Mi Shampoo,Beauty,Shampoo,227,Reliance Retail
PROD03259,Samsung Shampoo,Beauty,Shampoo,2479,Reliance Retail
PROD03260,Sony Jeans,Fashion,Jeans,3494,DMart
PROD03261,Reliance Sofa,Home & Kitchen,Sofa,10718,Amazon Seller
PROD03262,OnePlus Novel,Books,Novel,1207,Vijay Sales
PROD03263,Bajaj Dumbbell,Sports,Dumbbell,29292,BigBasket
PROD03264,Godrej Face Wash,Beauty,Face Wash,3488,Vijay Sales
PROD03265,HP Pressure Cooker,Home & Kitchen,Pressure Cooker,17108,Godrej Consumer
PROD03266,Reliance Headphones,Electronics,Headphones,122736,Amazon Seller
PROD03267,Prestige Football,Sports,Football,21392,Flipkart Seller
PROD03268,HP Laptop,Electronics,Laptop,22432,Amazon Seller
PROD03269,Sony Biography,Books,Biography,1200,Vijay Sales
PROD03270,Adidas LED Lamp,Home & Kitchen,LED Lamp,19158,Godrej Consumer
PROD03271,Samsung Mixer Grinder,Home & Kitchen,Mixer Grinder,26380,DMart
PROD03272,HP Television,Electronics,Television,57635,Amazon Seller
PROD03273,HP Academic Book,Books,Academic Book,2111,Flipkart Seller
PROD03274,Reliance Laptop,Electronics,Laptop,106728,Amazon Seller
PROD03275,Puma Mobile,Electronics,Mobile,119281,Godrej Consumer
PROD03276,LG Sofa,Home & Kitchen,Sofa,29468,Godrej Consumer
PROD03277,Lenovo Rice,Grocery,Rice,824,DMart
PROD03278,Reliance Dumbbell,Sports,Dumbbell,19138,Reliance Retail
PROD03279,Nike Jeans,Fashion,Jeans,7851,Amazon Seller
PROD03280,Bajaj Sofa,Home & Kitchen,Sofa,42714,Reliance Retail
PROD03281,LG Lipstick,Beauty,Lipstick,2490,ITC Limited
PROD03282,Sony Laptop,Electronics,Laptop,55944,Croma
PROD03283,Tata Badminton Racket,Sports,Badminton Racket,29051,Tata Consumer
PROD03284,OnePlus Laptop,Electronics,Laptop,143557,BigBasket
PROD03285,LG Novel,Books,Novel,2391,Croma
PROD03286,Prestige Mobile,Electronics,Mobile,112459,ITC Limited
PROD03287,OnePlus Academic Book,Books,Academic Book,845,Croma
PROD03288,LG Mixer Grinder,Home & Kitchen,Mixer Grinder,7302,DMart
PROD03289,Tata Headphones,Electronics,Headphones,20313,Vijay Sales
PROD03290,Samsung Spices,Grocery,Spices,969,Reliance Retail
PROD03291,Tata Academic Book,Books,Academic Book,2101,Godrej Consumer
PROD00386,Adidas Badminton Racket,Sports,Badminton Racket,22966,Godrej Consumer
PROD03293,Puma Lipstick,Beauty,Lipstick,4118,Godrej Consumer
PROD03294,Dell Dining Table,Home & Kitchen,Dining Table,31900,Amazon Seller
